102851549.jpg	Two people are sitting on a bench, and one women is standing by them.
102860573.jpg	A construction site on a street with three men working.
1028982826.jpg	Two men sitting on a bench talking, with a billboard advertisement for glasses in the background.
1029802110.jpg	A group of youths march down the street waving flags showing the color spectrum.
102998070.jpg	Three old men are watching another man prepare fish.
1030041880.jpg	A woman in a white tank top with a green flowing skirt, on stage singing a song.
103031977.jpg	Two men and two women sitting on steps outdoors.
1030985833.jpg	A brown and black lab are outside and the black lab is catching a toy in its mouth.
103106960.jpg	Hockey goalie boy in red jacket crouches by goal, with stick.
103195344.jpg	The man with the backpack is sitting in a buildings courtyard in front of an art sculpture reading.
1031973097.jpg	Toddler boy in a red hat holding on to some railings.
1032122270.jpg	Three dogs stand in a grassy field while a person kneels nearby.
1032460886.jpg	A man is standing in front of a skyscraper
103306033.jpg	A woman is walking her baby with a stroller at the local park.
103328091.jpg	A man in a red shirt is sitting by fruit for sale.
1033767085.jpg	A young blond-haired boy and a dark-haired girl are eating at a kid's table.
1034276567.jpg	The boy eats his food outside at the table.
1034985636.jpg	A man wearing black is playing an electric guitar at a concert.
1035019794.jpg	A girl playing softball hits the ball almost directly downwards
1035392784.jpg	A man in a black shirt plays a black-colored guitar.
103625356.jpg	A man wearing a black shirt smoothing out concrete in an urban area.
103631543.jpg	A woman in a white shirt is sitting at a table in a nice restaurant.
1039360778.jpg	A woman is laying on a red blanket in a park.
103953336.jpg	A solitary man stand on a bridge in the evening.
10404007.jpg	A child walks in a grassy field.
1040426962.jpg	A man and his dog are grilling green beans on a grill.
104136873.jpg	Three people rest on a ledge above the moutains.
104180524.jpg	Many people cross a very tall footbridge with a tree-covered hill in the background.
1042020065.jpg	A young boy overlooking a crowd of inflatable boats.
1042359076.jpg	Two little girls and an old man have a conversation.
1042590306.jpg	Asian man and blond woman holding hands outdoors, man in background watches.
104285082.jpg	An older man with gray hair is sitting in a chair playing a large instrument made of bamboo.
1044434135.jpg	A man in a white shirt rides a bicycle on a busy street.
1044764620.jpg	A man is standing on a ladder painting bricks
1045124251.jpg	A 30 somethings man playing with his phone on a subway train.
1045309098.jpg	Two women are walking in a crosswalk with a bus in the background.
10459869.jpg	A group of people are eating noddles.
104669470.jpg	A woman is carrying a bowl full of fruit on her head near the ocean side.
104700891.jpg	A guy wearing blue in a hole.
104763189.jpg	Four children are smiling as they pose together with a bicycle that is much too big for them.
1047921035.jpg	Two individuals, a male and a female, standing in a forested area around a tub.
104816788.jpg	A sleeping baby is in someone's arms and wearing a pink striped outfit
104824673.jpg	A member of an African tribe is watching the camera intently in tribal dress.
104835889.jpg	A samurai warrior in full black dress takes his sword from the sheath on an outdoor training mat.
1048710776.jpg	Several young people sitting on a rail above a crowded beach.
1049955899.jpg	Five hikers, one facing towards the camera and the others facing away from it, are walking through a rocky riverbed.
105077209.jpg	A security guard stands by a metal, lighted sculpture.
1051205546.jpg	Two women, one in green and the other in purple, washing a sidewalk.
1051290485.jpg	Two girls crouch in front of some bushes and talk on their phones.
1051953669.jpg	A young girl wearing a multicolored holding an orange ball in her right hand walking through bright green grass behind a house
105223874.jpg	A young child playing with a toy while laying on the floor.
1052358063.jpg	A little boy skateboarder is doing a trick on his board while another young skateboarder watches.
1053116826.jpg	Two kids are laughing in the grass.
1053243591.jpg	Young woman holding a bottle, reaching out from a bench to shake a man's hand.
105335409.jpg	A driver communicating on his walkie talkie.
105342180.jpg	A girl paddling down a large river, as seen from behind her.
1053804096.jpg	A girl with pigtails plays in the water.
105493603.jpg	A couple wearing white sweaters sit at a restaurant table.
105493628.jpg	A meal is on a table in a restaurant.
1055753357.jpg	Two construction workers take a seat on a steel beam.
1056198351.jpg	A child happily mixing batter in a bowl.
1056249424.jpg	Two children play with a balloon in mud on a sunny day.
1056359656.jpg	A little girl looking at a brochure on train rides
1056415186.jpg	Two women are sitting and talking and laughing together.
105685221.jpg	People jogging together on a park sidewalk.
1057089366.jpg	A little kid is jumping off a high dive at the pool.
1057251835.jpg	A light-colored dog runs on the beach.
105806535.jpg	A man lounges in a wooden basin of water while eating a fruit.
1059514525.jpg	A man is sleeping on a bench near a bus stop.
10602072.jpg	A little girl in a red shirt and jeans climbs a small tree while another little girl looks on.
106027774.jpg	A man asleep in a car that's driving.
106027978.jpg	A woman in a red shirt is under a blanket and sleeping in a vehicle.
106039369.jpg	A man in a home kitchen is flipping a pancake extremely high.
1060605297.jpg	Several firefighters are responding to an alarm.
1061467336.jpg	Several firefighters stand outside of a building near their firetrucks.
1061887159.jpg	A beach with blue and red boats, with people on shore
106300392.jpg	Men wearing hard hats and safety vests are working.
106356264.jpg	A magazine vendor sits behind a very colorful collage of magazines.
10637120.jpg	A man in a hard hat is wearing a blue shirt and blue jean overalls.
106372282.jpg	At the bakery, the fat old baker sleeps while his apprentice rubs the flour out of his eyes, seated beside him.
1063866640.jpg	A group of shirtless men are sitting in the shade on a tropical beach.
106490881.jpg	A boy in his blue swim shorts at the beach.
106514190.jpg	A skier is overlooking a snow-covered mountain.
1065323785.jpg	A boy wearing a red shirt is riding his bike right next to a mound of dirt.
1065831604.jpg	Bikers in a bike race take a sharp left turn.
1066252238.jpg	Three boys playing and biking with a pile of sand in the middle
1066831905.jpg	Elderly man with a cane bends over near a man and woman.
106691539.jpg	A doctor and nurses in blue scrubs are performing an operation.
1067180831.jpg	A black and white dog jumps after a yellow toy.
1067790824.jpg	A woolly dog chases a Doberman on a beach.
1068427675.jpg	A man stand there after rolling a bowling ball down a lane.
106959209.jpg	An old weathered, bearded man wearing all black, riding a beautiful white donkey on white rocks.
107022557.jpg	A man and woman napping on a blue couch.
1073145694.jpg	A man wearing a yellow shirt is throwing a javelin on a track.
107318069.jpg	A crowd watching air balloons at night.
107368840.jpg	A woman is reading a magazine over another woman's shoulder.
10751489.jpg	Two men squat to light candles at night.
107532584.jpg	A young man is walking through a busy street beside a mall.
1075716537.jpg	The little boy rides his bicycle in a race.
107582366.jpg	A group of people sitting at a table in a darkened room.
1075867198.jpg	A man with two dogs on a beach
1075881101.jpg	A boy covered in suds has his face wiped clean.
1076460267.jpg	Dozens of people are partying on a boat.
1076503761.jpg	A young woman on a boat in a light colored bikini kicks a man wearing a straw cowboy hat.
1077546505.jpg	A boy sliding down a slide into a pool with colorful tubes.
1077931201.jpg	A man in a wetsuit is throwing a toddler up in the air and is ready to catch him.
1078621572.jpg	A group of people riding in the back of a truck, down the road, in a country area.
1079013716.jpg	Two chefs prepare burgers in a restaurant kitchen.
1079274291.jpg	Two young boys making silly faces.
107936523.jpg	A person with brown pants is sitting around a fenced area that has sparks flying.
1079742005.jpg	Woman on a hill by a white cross overlooking a beach.
107985741.jpg	Four girls are sitting in the grass while several men stand near them.
108149945.jpg	Men at work shoveling snow from a rail track.
10815824.jpg	A man, and girl and two horses are near a contained fire.
1081595465.jpg	Workers wearing reflective vests working near a train car.
1082110795.jpg	An older guy looking at a classic, rustic, volkswagen beetle.
1082223338.jpg	A woman assembles a white metal frame on the sidewalk.
1082252566.jpg	There are three dogs starring at a ball in the middle of them.
1082379191.jpg	A shirtless man and a woman sitting on a dock.
1082478946.jpg	Men in safety vests are working on a track.
1082608010.jpg	A man fixing the road with his equipment.
1083240835.jpg	A woman with reddish hair applies mascara to her eyelashes.
1084040636.jpg	A white dog has its head on the ground.
1084104085.jpg	A woman in blue shorts and a white shirt is indoor rock climbing.
1084527029.jpg	Many scooters are parked together on the sidewalk.
108503753.jpg	The regional park police helicopter is preparing to land.
10863862.jpg	A man in a reflective jacket positions himself on scaffolding.
108656820.jpg	A group of fourteen is assembled in a hall with dining tables and a stage.
1087168168.jpg	A teenage boy is jumping on an inflatable slide.
1087539207.jpg	A family playing on a tractor on a beautiful day
1088385559.jpg	An elderly woman pan frying food in a kitchen.
1088767354.jpg	Two young people are approached by a flamboyant young woman dressed in a red bikini and a red feathered headress.
108898978.jpg	Two skiers are making their way through woodland.
108899015.jpg	Skiiers at the top of a snow covered hill.
1089181217.jpg	A brown dog running next to grass.
1089354362.jpg	A woman in a green shirt and jeans kneels on a stoop with coffee in hand, her purse beside her and a large door behind her, as she fills out paperwork.
108957912.jpg	People are crossing a city street intersection.
108970557.jpg	A woman dressed in light purple and wearing a corsage clasps her hands in her lap.
1089755335.jpg	A mother and children is fishing on a boardwalk at night.
109083036.jpg	Six males playing a game in the sand with wooden paddles.
1091942526.jpg	A woman in a green tank top is surrounded by three children, laughing.
10919429.jpg	A male in a black shirt, and black pants, working on the engine of an old, green antique automobile, with a yellow gas canister sitting on the grass.
109202756.jpg	A woman in a blue jacket rides a brown pony near water.
109202801.jpg	Two horses pull a carriage driven by a woman over snow covered ground.
109260216.jpg	A person climbing down a sheer rock cliff using a rope
1093716555.jpg	The group of hikers is resting in front of a mountain.
1093737381.jpg	A woman standing in front of a chalk drawing
109380144.jpg	Three young adults are sitting around, with the girl pretending to kick one of the guys in the face while laughing, and the guy behind him looks like he's in midsentence.
1093807815.jpg	A group of kids in class with their hands in the air.
1094283901.jpg	A man wearing swimming trunks jumps off a concrete platform into a large body of water.
1094606832.jpg	Woman meticulously working with a sewing machine.
1094671386.jpg	A lady in a white t-shirt is looking toward the person with their arm raised in the air.
1095109931.jpg	A girl working at a farm market selling peppers.
10951809.jpg	An elderly women is sitting in a chair with a cane in her hand.
109544260.jpg	A boy has blown four bubbles on the lawn.
1095476286.jpg	A little boy playing in the water.
1095580424.jpg	Dog running out of tunnel on obstacle course
1095590286.jpg	A yellow dog and a black and white dog are running in the dirt.
10956999.jpg	Two men barbecuing at a beach.
10957138.jpg	A little girl in a flower print bathing suit, jumping into the ocean.
1095980313.jpg	Little girl in blue swimsuit standing on a handrail near a beach.
109608573.jpg	A young Asian boy sits on a railing behind a row of colorful hats
1096097967.jpg	A white and black dog is jumping into a pool.
1096165011.jpg	The boys smiles underwater at the pool.
1096800382.jpg	Two people having a discussion sitting in a restaurant.
109738916.jpg	Several people are taking a break while on a snowmobiling ride.
109741554.jpg	Two people working on removing snow from a roof.
1097463464.jpg	A young man wearing a black shirt takes a folding chair from a large stack.
109770830.jpg	A woman is walking at dusk down an urban street.
1097710887.jpg	A little girl with brown hair is blowing the petals off of a flower.
109823394.jpg	Three people on ATV's outside.
109823395.jpg	A man on a four wheeler is flying through the air.
109823397.jpg	A man on a four-wheeler jumps near a small building.
1099034049.jpg	A woman with dark hair wearing a bikini is sitting on a beach.
1099434461.jpg	Two hands are flipping some food in a cast iron pan, with a spatula.
1100708949.jpg	Two women hugging in a grassy, fenced field with a cow's behind in the background.
1101207553.jpg	A large ship approaching the dock with two men awaiting its arrival.
1101291373.jpg	A man in sandals and white cardigan sits on a green bench while talking on his cellphone.
1101923011.jpg	A man on stage singing into a microphone.
110201971.jpg	Three guys riding on an elephant with a house-like structures and trees in the background.
110226481.jpg	A mexican man sits under the hood of his truck.
11026590.jpg	A boy in yellow glasses and red-haired girl pose for the camera.
1102763701.jpg	A group of people gather and holding different types of flags.
11034843.jpg	A white baby boy crying over a tipped over toy.
1104133405.jpg	Small boy carries a soccer ball on a field.
1104881373.jpg	A woman is watching as a guy is scooping ice cream from a freezer.
1105137588.jpg	A group of people are sitting on stools eating some food
110590591.jpg	People are standing around an American flag that is spread out, facing the wrong direction.
1105959054.jpg	A young girl painting a picture.
110595925.jpg	A cyclist is riding a bicycle on a curved road up a hill.
110600869.jpg	A little girl in a denim jacket running through a field.
110613709.jpg	Man in blue shirt and black pants is looking at his thumb on one hand while holding glasses in his other hand.
110615445.jpg	A couple kissing while going up the escalator.
110637863.jpg	A soccer player in a green uniform with a ball in is hands is being held up by some of his teammates, while an opposing player in red reaches for the ball.
110647073.jpg	Men are constructing a wall in the desert.
1106644976.jpg	A young group of friends adorned with face paint and feathered headbands sit on a bench.
110671345.jpg	The lady has a black sling bag.
110695011.jpg	A man in a black jacket is standing with a group of people behind him.
1107246521.jpg	A black dog jumping to catch a rope toy
1107471216.jpg	A young girl is looking through an old fashioned video camera.
1107716222.jpg	Girl in odd clothes reading a brochure while sitting on a wooden porch.
11079715.jpg	A man dressed in a funky outfit is playing guitar.
110802332.jpg	A hockey goalie is trying to prevent a goal from the opposing team.
110964272.jpg	An adult and a child walk along the beach during the day.
110983128.jpg	A man in an apron sits on a curb.
1110208841.jpg	A brown and white dog jumping up to catch a Frisbee while an audience watches.
111061041.jpg	Two tennis players are talking on the tennis courts.
111069375.jpg	Two jugglers using flaming torches are performing for a crowd of people who are sitting on steps.
111201721.jpg	Two children running with no shoes on.
1112212364.jpg	A baby is sitting on and playing with smooth rocks.
1112334131.jpg	A boy in a Gap hat is making a silly face.
111285749.jpg	Five men, one wearing a white shirt standing on something, hanging up a picture of a child.
11131022.jpg	A person in a hat is playing with a boy on a beach.
1113186657.jpg	A girl in a green Speedo top and blue goggles holds her breath underwater.
111390902.jpg	Boys on a motor-scooter riding down a busy urban street.
111413806.jpg	Two ladies and a man playing a card game and drinking beer.
111419142.jpg	People enjoy a gathering with Pabst Blue Ribbon and Diet Coke.
111537217.jpg	Man with red shoes, white shirt and gray pants climbing.
111537222.jpg	A rock climber climbs a large rock.
1115565519.jpg	A little girl playing in water on a frog sculpture.
1115679311.jpg	A dog is running on the beach.
111671162.jpg	People sitting in a restaurant eating and one is reading the paper.
111737806.jpg	A girl wearing a red short and a white shirt looking through a hole.
111766423.jpg	Black and white bird standing on hand of someone holding sunflower seeds
111796099.jpg	A woman in a white shirt and pink skirt is about to hit a tennis ball.
1117972841.jpg	A dog is standing in the sand.
111811048.jpg	This is a man standing on a rooftop with construction in the background.
1118168796.jpg	A man looks through a large camera-like device in a field near a camper and some parked vehicles.
1118557877.jpg	A little boy stands in the surf.
1118752484.jpg	A woman in Muslim attire is walking with a young boy down the street.
1119015538.jpg	The small dog is running across the lawn.
1119034454.jpg	A woman is jogging on a sidewalk next to an elevated grassy platform.
111908743.jpg	A man in red pants jumping on a park table.
1119418776.jpg	A dog with its mouth open running through a field torwards the camera.
1119463452.jpg	Smiling little girl swimming in outdoor pool.
11205420.jpg	A bike sitting in a street with a rope tied to it and a guy walking on the rope.
1121053156.jpg	A man and child on a ship doing maintenance.
1121416483.jpg	A small child doing a handstand on a bed.
11214205.jpg	Men wearing orange safety vest are working on street repairs.
11214370.jpg	A man with a safety vest is kneeling down and cleaning the bricks.
11214470.jpg	Workman are completing repairs on a city street.
112178718.jpg	Man is standing on white sand and holding a snowboard.
11220707.jpg	A man in an orange vest standing atop a building.
1122177096.jpg	A guy in a yellow shirt and light brown slacks is playing golf while the crowd watch.
112220869.jpg	A young girl in a karate uniform holding a large trophy.
1122357785.jpg	A kid with floaters jumping into a lake.
112245524.jpg	A woman in pink cuts a hamburger with a spatula.
1122579380.jpg	A boy in a dirty shirt is walking through knee-high ocean water.
112264837.jpg	A man standing beside the back of a nude statue.
1122944218.jpg	A little toddler dressed in white is smiling while a lady helps him wave a flag.
1123486015.jpg	A person stands on a structure on the lake.
112411540.jpg	A young man in a gray jacket stands behind the counter of a jewelery store and smiles.
11245644.jpg	People walking up and down the steps to a church.
112459543.jpg	A number of children enjoy themselves on the coast of a city.
112550433.jpg	A female works out near the ocean side.
112604461.jpg	Two men are working on a carpentry project with hand tools.
1126403094.jpg	A woman and two girls dressed in pink.
1126450961.jpg	A man in a black suit and briefcase hurrying somewhere, while talking on his cellphone.
112719695.jpg	A brunette woman walking down a street with a cup.
1128230658.jpg	A bald little boy holds a chicken while two men are sitting in the background.
112945950.jpg	A man sitting on a wall and looking at a body of water.
1129704496.jpg	Two dogs run through the water with a rope in their mouths.
1130295306.jpg	A boy strolls by a pond in a park.
113032513.jpg	Blond child with large black coat, multicolored scarf, and knit hat standing in front of a window.
1130369873.jpg	Brown dog with tennis ball in mouth, in water and bushes.
1130401779.jpg	Two brown dogs runs through the water.
113109101.jpg	A girl blowing bubbles in the swimming pool.
1131155939.jpg	A pile of seaweed sits on the sand, behind it a big black dog is running in the water.
1131340021.jpg	A young boy runs while wearing sandals.
1131800850.jpg	A brown and white dog stands outside while it snows.
1131883759.jpg	Someone working on a project using a jigsaw cutting machine.
1131889107.jpg	A women's roller derby team taking a break.
1131932671.jpg	A boy jumps from one bed to another.
1132772170.jpg	A man wearing a yellow shirt standing in the middle of two beds that a boy is jumping on in the background
113291048.jpg	A young man holding a huge chainsaw.
11337976.jpg	A man on a motorcycle without a shirt and another man standing under shade.
11338041.jpg	Three people enter a building with a handwritten sign that says "Welcome Bikers."
113637264.jpg	A man is putting up a wall.
1136497229.jpg	A brown-haired woman looks at a baby eating something.
1136758631.jpg	A line of people, some standing and some sitting, are waiting on a platform for a train.
113678030.jpg	Two skiers stand, two sit on slopes.
113737410.jpg	People strolling in a mall with colorful decorations hanging from the ceiling.
11382381.jpg	A female blacksmith is shoeing a horse.
1138784872.jpg	The child in the green one piece suit is walking past a store window.
1139029795.jpg	A group of girls are cheering.
11391827.jpg	A man is inside a truck looking out with his left arm in front of a door.
114051287.jpg	A child getting out of the car wearing soccer shoes.
114052371.jpg	A white, young man in dreadlocks and a green kilt is sitting on a couch smiling.
1140793239.jpg	A man in a blue shirt is kissing a woman with blond-hair on the cheek.
1141644104.jpg	A man and women are posing for the camera and looking very happy together.
114164952.jpg	Two children play on the path in a park.
1141739219.jpg	A very colorful bus is pulled off to the side of the road as its passengers load.
1142283988.jpg	A smiling woman holds a person dressed in a pig costume.
1142847777.jpg	A woman wearing a blue helmet rides her bicycle in a parking lot.
1142916102.jpg	A little girl wearing a green dress is standing in front of puddle.
1143373711.jpg	A man wearing a helmet riding his bicycle down the street.
114368470.jpg	Young boy and an older man waiting to check out.
1143815134.jpg	Two people take in the scene as they stand together looking out over the canyon.
1143882946.jpg	A lady wearing a helmet holding a bike.
114410209.jpg	A young man standing in front of a red freight car holding a camera and taking a photo.
1144288288.jpg	A person in blue shorts and wearing a Walkman jogs.
114474325.jpg	A man and a woman play on a tree while others look on.
1144874057.jpg	A group of young people are in a garage
1144885633.jpg	Three men are looking at a sign on a cross in a canyon.
1144946743.jpg	A young lady sits in front of a fence with a bucket.
1145145003.jpg	The woman tries to hide from work under a black sweatshirt, but her red corduroy pants give her away.
1145718750.jpg	A young man cleaning a statue with a brush.
1145722716.jpg	Two young men clutch rags in their hands as a elderly man tells them how to clean the large cross.
1145730606.jpg	A woman sits on a man's shoulders using a heavy brush as a hammer.
1145755142.jpg	Group setting up a wooden cross near a large boulder.
1145770960.jpg	A young boy picks up a paintbrush and grins.
1145781754.jpg	Four men in white shirts and baseball caps sitting around a table.
1145810912.jpg	A boy looking at a chopped log.
1146490295.jpg	Man with gray hair telling a story to a group of younger people on a bench.
1146938063.jpg	Two people are standing in a field holding some books.
114715590.jpg	A person doing a skateboard flip next to a black trashcan.
114722877.jpg	A man standing on a railroad track looking through his binoculars at a river.
1147391743.jpg	Numerous people sitting on the ground near a straw hut.
1148095714.jpg	A kid may be playing soccer while in a suit.
1148238960.jpg	People on bicycles waiting at an intersection.
1148889628.jpg	A construction worker is building scaffolding for the job.
1149097018.jpg	A little baby dressed in green and yellow wearing a bib cries.
1149179852.jpg	A shirtless man leading a horse that is pulling a carriage.
1149286224.jpg	A guy standing outside with no shirt on looking up at the building.
114939325.jpg	The young girl is swinging high above the ground on a nice summer day.
114941694.jpg	A young man does a skateboard trick off of a concrete bench.
114949897.jpg	The man is holding the net for the boy playing baseball.
114954667.jpg	An Elderly man crouches to lift the covering off the grill wear several shish kabab are grilling.
115018808.jpg	A man wearing a black shirt and goggles is running along the street
115125072.jpg	A five person surgical team is about to perform an operation in a hospital.
1151321278.jpg	A boy standing at the beach holding a blue pale and a green shovel.
1151466868.jpg	A small girl spins in the waves in the bright sun.
1152274630.jpg	Three people sitting outside on small rocks behind a big bush, wearing long pants.
115275671.jpg	A man with a pitchfork stands near a bucket of branches across from an apartment complex.
115275691.jpg	A groundskeeper has collected a bucket full of sticks.
115275821.jpg	Black and white dog looking at camera with man bent over in the background.
11533606.jpg	A man wearing suspenders in standing on a train.
11536856.jpg	Two men and two women are preparing a large meal in the kitchen.
1153857697.jpg	Girl learning about animals at the zoo.
1154080132.jpg	A group of friends are fishing off the loading ramp
115452730.jpg	A mother and son read a book about dinosaurs together.
1154930578.jpg	Two women, sitting at a table, with a green straw inside of a drink.
11551286.jpg	A little boy in overalls crying.
115684808.jpg	Three men are setting up a sledge on a snowy plain.
1157215900.jpg	A person is sitting behind two large baskets of bread.
115767961.jpg	A man in an pilot uniform is walking down the sidewalk carrying luggage.
1157855775.jpg	People walking along a river near a beautiful homestead.
1158255688.jpg	A female swimmer wearing a swim cap and nose clips moves slowly through the water is seen from below.
1158505981.jpg	Four men sitting and working on laptops.
1158897994.jpg	A man in a baseball cap cleans out a blue colored pit outside where colorful Christmas lights hang above him.
115903799.jpg	A girl sleeping with a baby doll wearing a princess costume
1159425410.jpg	A female washes her medium-sized dog outdoors in a plastic container while a friend secures it with a leash.
1159574340.jpg	A kid jumping into a pool of water.
116002648.jpg	Child in black jacket, red pants and fleece had sleeps on a red jacket.
1160034462.jpg	The old man in the brown hat is sitting on the bench.
1160128934.jpg	Three kids on a grass field, one of them searching for food in her mom's purse.
116021030.jpg	A black man operates an orange crane.
1160441615.jpg	Three girls walk under an arbor on a path surrounded by trees.
1160841776.jpg	A beach is full of many people.
11610969.jpg	People are gathered around and walking buy a display of clothing and other items.
1161159603.jpg	Man paddling a boat on a river near the bank.
1162606352.jpg	Two women stand together holding a pot and a pan of food.
1163282319.jpg	A young girl wearing yellow flip-flops is sitting on a large boulder.
1163297375.jpg	Blond woman driving a red bicycle carriage holds the tip of her hat and poses for the camera with a customer seated in the back.
116337803.jpg	A young boy in a flowered apron is helping his mother cook.
1163438830.jpg	A young man is presenting another woman with a cake with three candles on top.
116382784.jpg	The woman with the hat is selling some fruits and root crops.
116409198.jpg	Person wearing a hooded jacket sitting on snow in front of a yellow tent.
1164131282.jpg	Two dogs are wrestling in a grassy field.
116450583.jpg	A man in a safety vest is kneeling down and working on a train.
116457850.jpg	Five construction workers dig a hole to plant a tree.
1164765687.jpg	A man in a red shirt is giving toys to a small dog.
116482438.jpg	Old lady sitting in a room full of flowers.
1165334998.jpg	5 athletes wearing white tops and white bottoms are doing a routine for an audience.
116569046.jpg	Construction workers standing outside looking at wires above them.
116626604.jpg	A happy young boy sits in a chair with a large Elmo doll.
116664780.jpg	A child is brushing an infant's hair.
1167144956.jpg	Young man showing off by performing a karate move for surprised girl.
116734115.jpg	A man eating in a messy kitchen.
1167662968.jpg	A teenage boy has a silver ring protruding from his nose.
1167669558.jpg	This man is smiling very big at the camera.
